0;0.000000;0.00;0
1;0.000000;0.00;0
2;0.000000;0.00;0
3;0.000000;0.00;0
4;0.000000;0.00;0
5;0.000000;0.00;0
6;0.000000;0.00;0
7;0.000000;0.00;0
8;0.000000;0.00;0
9;0.000000;0.00;0
0;0.500059;0.00;74174
1;0.500059;0.00;72521
2;0.500059;0.00;75087
3;0.500059;0.00;72488
4;0.500059;0.00;73515
5;0.500059;0.00;77898
6;0.500059;0.00;77571
7;0.500059;0.00;74226
8;0.500059;0.00;77025
9;0.500059;0.00;72563
0;1.000102;100263.38;124310
1;1.000102;112028.37;128540
2;1.000102;108958.63;129571
3;1.000102;112540.32;128763
4;1.000102;102819.16;124929
5;1.000102;95145.82;125475
6;1.000102;102309.20;128730
7;1.000102;99751.42;124106
8;1.000102;101443.28;127751
9;1.000102;112026.37;128581
0;1.500177;111507.27;180072
1;1.500177;113554.97;185326
2;1.500177;114578.81;186869
3;1.500177;112019.20;184781
4;1.500177;116624.51;183250
5;1.500177;110485.43;180726
6;1.500177;115088.74;186283
7;1.500177;112531.12;180380
8;1.500177;113045.04;184282
9;1.500177;113045.04;185112
0;2.000249;99745.64;229952
1;2.000249;85933.63;228299
2;2.000249;88491.26;231121
3;2.000249;86957.48;228266
4;2.000249;90027.04;228270
5;2.000249;102815.19;232141
6;2.000249;89003.18;230791
7;2.000249;100257.56;230516
8;2.000249;90025.04;229301
9;2.000249;86445.55;228341
0;2.500309;113046.43;286482
1;2.500309;112024.56;284318
2;2.500309;114580.25;288418
3;2.500309;112536.50;284541
4;2.500309;118673.76;287614
5;2.500309;108954.93;286625
6;2.500309;115094.19;288345
7;2.500309;112022.56;286534
8;2.500309;115604.13;287110
9;2.500309;112534.50;284615
0;3.000385;111509.05;342245
1;3.000385;121737.50;345196
2;3.000385;115090.51;345972
3;3.000385;123273.26;346187
4;3.000385;114576.58;344911
5;3.000385;108951.44;341109
6;3.000385;115088.51;345898
7;3.000385;111509.05;342297
8;3.000385;110487.21;342362
9;3.000385;124809.03;347029
0;3.500463;112532.44;398520
1;3.500463;109876.86;400143
2;3.500463;112370.47;402166
3;3.500463;100766.28;396578
4;3.500463;102813.96;396326
5;3.500463;117133.73;399685
6;3.500463;108535.07;400174
7;3.500463;112020.52;398316
8;3.500463;114576.13;399659
9;3.500463;99742.44;396908
0;4.000540;111506.83;454282
1;4.000540;101888.31;451095
2;4.000540;103995.98;454172
3;4.000540;112530.67;452852
4;4.000540;114576.36;453623
5;4.000540;102814.17;451100
6;4.000540;107831.39;454098
7;4.000540;113042.59;454846
8;4.000540;102814.17;451074
9;4.000540;111508.83;452671
0;4.500620;99744.04;504162
1;4.500620;113041.91;507625
2;4.500620;111986.08;510174
3;4.500620;100255.96;502988
4;4.500620;100255.96;503759
5;4.500620;102811.55;502514
6;4.500620;102301.63;505257
7;4.500620;98720.20;504214
8;4.500620;102811.55;502488
9;4.500620;99744.04;502551
0;5.000694;120702.14;564522
1;5.000694;112531.35;563899
2;5.000694;116146.81;568256
3;5.000694;123785.68;564890
4;5.000694;117134.66;562335
5;5.000694;122761.83;563904
6;5.000694;122197.91;566365
7;5.000694;112533.35;560489
8;5.000694;125319.45;565157
9;5.000694;125319.45;565220
0;5.500775;103849.18;616455
1;5.500775;110996.02;619406
2;5.500775;102301.43;619415
3;5.500775;112017.85;620908
4;5.500775;113553.60;619121
5;5.500775;109974.18;618900
6;5.500775;106956.67;619852
7;5.500775;113041.69;617019
8;5.500775;102813.34;616572
9;5.500775;99743.84;615100
0;6.000817;112540.55;672730
1;6.000817;110764.70;674793
2;6.000817;115096.33;676968
3;6.000817;99751.62;670788
4;6.000817;112028.59;675140
5;6.000817;108958.85;673384
6;6.000817;115098.33;677406
7;6.000817;112028.59;673038
8;6.000817;114584.37;673869
9;6.000817;112026.59;671118
0;6.500905;100252.36;722865
1;6.500905;101006.22;725305
2;6.500905;100764.27;727359
3;6.500905;99954.41;720774
4;6.500905;92651.69;721474
5;6.500905;103833.73;725310
6;6.500905;98480.67;726655
7;6.500905;99740.45;722917
8;6.500905;101406.15;724581
9;6.500905;101962.05;722108
0;7.000987;110995.80;778372
1;7.000987;99741.64;775184
2;7.000987;101277.39;778006
3;7.000987;111805.66;776686
4;7.000987;112971.47;777969
5;7.000987;106392.55;778515
6;7.000987;105606.68;779467
7;7.000987;109330.07;777591
8;7.000987;104216.91;776698
9;7.000987;109288.08;776761
0;7.501062;99745.04;828252
1;7.501062;99745.04;825064
2;7.501062;102302.65;829165
3;7.501062;99745.04;826566
4;7.501062;91560.27;823756
5;7.501062;91048.34;824046
6;7.501062;101278.81;830114
7;7.501062;97811.33;826504
8;7.501062;102814.58;828113
9;7.501062;100254.96;826896
0;8.001153;100251.75;878387
1;8.001153;108896.18;879522
2;8.001153;101787.47;880068
3;8.001153;99741.85;876446
4;8.001153;114063.24;880798
5;8.001153;110993.80;879553
6;8.001153;102809.29;881528
7;8.001153;104363.01;878695
8;8.001153;102809.29;879527
9;8.001153;100253.75;877032
0;8.501233;116985.28;936889
1;8.501233;115651.50;937357
2;8.501233;115087.59;937621
3;8.501233;124806.03;938859
4;8.501233;117133.26;939374
5;8.501233;113553.83;936339
6;8.501233;114065.75;938570
7;8.501233;112020.08;934714
8;8.501233;114065.75;936569
9;8.501233;124294.11;939189
0;9.001309;107055.73;990425
1;9.001309;112530.90;993631
2;9.001309;114578.58;994919
3;9.001309;112020.97;994878
4;9.001309;102814.37;990789
5;9.001309;108829.46;990762
6;9.001309;114578.58;995868
7;9.001309;112530.90;990988
8;9.001309;114066.66;993611
9;9.001309;111509.05;994952
0;9.501396;112016.51;1046443
1;9.501396;100254.56;1043767
2;9.501396;101786.29;1045821
3;9.501396;99740.65;1044757
4;9.501396;102810.11;1042203
5;9.501396;102932.09;1042237
6;9.501396;102810.11;1047282
7;9.501396;98718.82;1040356
8;9.501396;102810.11;1045025
9;9.501396;100254.56;1045088
0;10.001468;99745.64;1096323
1;10.001468;99743.64;1093646
2;10.001468;102303.27;1096980
3;10.001468;99745.64;1094637
4;10.001468;102813.19;1093617
5;10.001468;105882.75;1095186
6;10.001468;101279.42;1097929
7;10.001468;113045.72;1096887
8;10.001468;102813.19;1096439
9;10.001468;99743.64;1094967
0;10.502056;0.00;1096323
1;10.502056;0.00;1093646
2;10.502056;0.00;1096980
3;10.502056;0.00;1094637
4;10.502056;0.00;1093617
5;10.502056;0.00;1095186
6;10.502056;0.00;1097929
7;10.502056;0.00;1096887
8;10.502056;0.00;1096439
9;10.502056;0.00;1094967
0;10.502100;0.00;1096323
1;10.502100;0.00;1093646
2;10.502100;0.00;1096980
3;10.502100;0.00;1094637
4;10.502100;0.00;1093617
5;10.502100;0.00;1095186
6;10.502100;0.00;1097929
7;10.502100;0.00;1096887
8;10.502100;0.00;1096439
9;10.502100;0.00;1094967
average rate = 1043277.01 msg/sec, count=10956611, time=10.5021, (average) msg size=256, bandwidth=260819.25 kB/sec
ThreadId;Time;Rate;Count
