0;0.000000;0.00;0
1;0.000000;0.00;0
2;0.000000;0.00;0
3;0.000000;0.00;0
4;0.000000;0.00;0
5;0.000000;0.00;0
6;0.000000;0.00;0
7;0.000000;0.00;0
8;0.000000;0.00;0
9;0.000000;0.00;0
10;0.000000;0.00;0
11;0.000000;0.00;0
12;0.000000;0.00;0
13;0.000000;0.00;0
14;0.000000;0.00;0
15;0.000000;0.00;0
16;0.000000;0.00;0
17;0.000000;0.00;0
18;0.000000;0.00;0
19;0.000000;0.00;0
20;0.000000;0.00;0
21;0.000000;0.00;0
22;0.000000;0.00;0
23;0.000000;0.00;0
24;0.000000;0.00;0
25;0.000000;0.00;0
26;0.000000;0.00;0
27;0.000000;0.00;0
28;0.000000;0.00;0
29;0.000000;0.00;0
30;0.000000;0.00;0
31;0.000000;0.00;0
32;0.000000;0.00;0
33;0.000000;0.00;0
34;0.000000;0.00;0
35;0.000000;0.00;0
36;0.000000;0.00;0
37;0.000000;0.00;0
38;0.000000;0.00;0
39;0.000000;0.00;0
40;0.000000;0.00;0
41;0.000000;0.00;0
42;0.000000;0.00;0
43;0.000000;0.00;0
44;0.000000;0.00;0
45;0.000000;0.00;0
46;0.000000;0.00;0
47;0.000000;0.00;0
48;0.000000;0.00;0
49;0.000000;0.00;0
50;0.000000;0.00;0
51;0.000000;0.00;0
52;0.000000;0.00;0
53;0.000000;0.00;0
54;0.000000;0.00;0
55;0.000000;0.00;0
56;0.000000;0.00;0
57;0.000000;0.00;0
58;0.000000;0.00;0
59;0.000000;0.00;0
60;0.000000;0.00;0
61;0.000000;0.00;0
62;0.000000;0.00;0
63;0.000000;0.00;0
64;0.000000;0.00;0
65;0.000000;0.00;0
66;0.000000;0.00;0
67;0.000000;0.00;0
68;0.000000;0.00;0
69;0.000000;0.00;0
70;0.000000;0.00;0
71;0.000000;0.00;0
72;0.000000;0.00;0
73;0.000000;0.00;0
74;0.000000;0.00;0
75;0.000000;0.00;0
76;0.000000;0.00;0
77;0.000000;0.00;0
78;0.000000;0.00;0
79;0.000000;0.00;0
80;0.000000;0.00;0
81;0.000000;0.00;0
82;0.000000;0.00;0
83;0.000000;0.00;0
84;0.000000;0.00;0
85;0.000000;0.00;0
86;0.000000;0.00;0
87;0.000000;0.00;0
88;0.000000;0.00;0
89;0.000000;0.00;0
90;0.000000;0.00;0
91;0.000000;0.00;0
92;0.000000;0.00;0
93;0.000000;0.00;0
94;0.000000;0.00;0
95;0.000000;0.00;0
96;0.000000;0.00;0
97;0.000000;0.00;0
98;0.000000;0.00;0
99;0.000000;0.00;0
100;0.000000;0.00;0
101;0.000000;0.00;0
102;0.000000;0.00;0
103;0.000000;0.00;0
104;0.000000;0.00;0
105;0.000000;0.00;0
106;0.000000;0.00;0
107;0.000000;0.00;0
108;0.000000;0.00;0
109;0.000000;0.00;0
110;0.000000;0.00;0
111;0.000000;0.00;0
112;0.000000;0.00;0
113;0.000000;0.00;0
114;0.000000;0.00;0
115;0.000000;0.00;0
116;0.000000;0.00;0
117;0.000000;0.00;0
118;0.000000;0.00;0
119;0.000000;0.00;0
120;0.000000;0.00;0
121;0.000000;0.00;0
122;0.000000;0.00;0
123;0.000000;0.00;0
124;0.000000;0.00;0
125;0.000000;0.00;0
126;0.000000;0.00;0
127;0.000000;0.00;0
0;0.500061;0.00;11658
1;0.500061;0.00;11786
2;0.500061;0.00;11913
3;0.500061;0.00;12041
4;0.500061;0.00;11913
5;0.500061;0.00;11658
6;0.500061;0.00;11402
7;0.500061;0.00;10506
8;0.500061;0.00;11658
9;0.500061;0.00;11786
10;0.500061;0.00;11786
11;0.500061;0.00;11658
12;0.500061;0.00;11914
13;0.500061;0.00;11786
14;0.500061;0.00;11914
15;0.500061;0.00;10633
16;0.500061;0.00;11914
17;0.500061;0.00;11786
18;0.500061;0.00;11786
19;0.500061;0.00;11658
20;0.500061;0.00;11786
21;0.500061;0.00;10633
22;0.500061;0.00;11786
23;0.500061;0.00;10506
24;0.500061;0.00;11786
25;0.500061;0.00;12041
26;0.500061;0.00;11786
27;0.500061;0.00;13961
28;0.500061;0.00;12169
29;0.500061;0.00;12041
30;0.500061;0.00;11914
31;0.500061;0.00;11914
32;0.500061;0.00;11786
33;0.500061;0.00;11530
34;0.500061;0.00;11914
35;0.500061;0.00;11530
36;0.500061;0.00;11786
37;0.500061;0.00;11786
38;0.500061;0.00;11658
39;0.500061;0.00;11554
40;0.500061;0.00;11914
41;0.500061;0.00;11948
42;0.500061;0.00;11956
43;0.500061;0.00;11791
44;0.500061;0.00;12169
45;0.500061;0.00;11786
46;0.500061;0.00;11786
47;0.500061;0.00;12041
48;0.500061;0.00;11658
49;0.500061;0.00;11786
50;0.500061;0.00;11786
51;0.500061;0.00;11658
52;0.500061;0.00;11785
53;0.500061;0.00;11274
54;0.500061;0.00;11914
55;0.500061;0.00;11530
56;0.500061;0.00;11786
57;0.500061;0.00;11530
58;0.500061;0.00;11786
59;0.500061;0.00;11658
60;0.500061;0.00;12041
61;0.500061;0.00;12041
62;0.500061;0.00;11658
63;0.500061;0.00;12041
64;0.500061;0.00;12169
65;0.500061;0.00;12041
66;0.500061;0.00;11019
67;0.500061;0.00;12041
68;0.500061;0.00;11914
69;0.500061;0.00;11786
70;0.500061;0.00;11914
71;0.500061;0.00;11658
72;0.500061;0.00;11786
73;0.500061;0.00;12041
74;0.500061;0.00;11786
75;0.500061;0.00;11658
76;0.500061;0.00;11786
77;0.500061;0.00;13961
78;0.500061;0.00;11786
79;0.500061;0.00;11914
80;0.500061;0.00;11914
81;0.500061;0.00;11658
82;0.500061;0.00;12041
83;0.500061;0.00;7052
84;0.500061;0.00;10531
85;0.500061;0.00;11914
86;0.500061;0.00;11914
87;0.500061;0.00;10675
88;0.500061;0.00;7052
89;0.500061;0.00;11530
90;0.500061;0.00;7052
91;0.500061;0.00;13961
92;0.500061;0.00;12041
93;0.500061;0.00;10539
94;0.500061;0.00;10527
95;0.500061;0.00;11658
96;0.500061;0.00;10715
97;0.500061;0.00;11402
98;0.500061;0.00;10509
99;0.500061;0.00;12041
100;0.500061;0.00;7052
101;0.500061;0.00;7052
102;0.500061;0.00;10856
103;0.500061;0.00;7052
104;0.500061;0.00;10524
105;0.500061;0.00;11786
106;0.500061;0.00;12169
107;0.500061;0.00;9612
108;0.500061;0.00;12041
109;0.500061;0.00;13961
110;0.500061;0.00;7052
111;0.500061;0.00;12041
112;0.500061;0.00;11786
113;0.500061;0.00;10588
114;0.500061;0.00;12041
115;0.500061;0.00;12041
116;0.500061;0.00;9612
117;0.500061;0.00;11256
118;0.500061;0.00;11786
119;0.500061;0.00;11786
120;0.500061;0.00;10534
121;0.500061;0.00;10657
122;0.500061;0.00;12169
123;0.500061;0.00;11786
124;0.500061;0.00;10509
125;0.500061;0.00;11658
126;0.500061;0.00;7052
127;0.500061;0.00;11914
0;1.000305;4094.00;13706
1;1.000305;4094.00;13834
2;1.000305;3838.13;13833
3;1.000305;4094.00;14089
4;1.000305;4094.00;13961
5;1.000305;4094.00;13706
6;1.000305;4094.00;13450
7;1.000305;3838.13;12426
